"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Area","ClimateProtection"
"672","626","Machile","KBA",NA,NA,"3",0.461907330040795,0.543301931343911,0.845604228952553,0.805046102906986,0.0389347125472031,0.0366310009006969
"676","580","Mafou","KBA",NA,NA,"3",0.334456571168931,0.681500795978725,0.837817669652791,0.586063104474453,0.00692315654200588,0.0525747841395699
"677","862","Magaliesberg","KBA",NA,NA,"3",0.38946336650887,0,0.426524872288479,0.85550571863615,0.0264171025307682,0.0269353075540749
"678","1089","Magude - Muomba","KBA",NA,NA,"3",0.453990138862452,0.431412575292643,0.704634664638445,0.793337129840548,0.0102156755128827,0.0479142180532458
"679","1293","Mahavavy - Kinkony wetlands NPA","KBA",NA,NA,"3",0.149827097445232,0.486931281586412,0.535398564544933,0.768334857571614,0.0152523627607949,0.020976674537339
"681","493","Maiko",NA,"1","II","3",0.60187120267076,0.792685743983111,0.776323605793709,0.695874257768341,0.116074726916573,0.422015167225398
"683","71","Makgadikgadi Pans",NA,"1","Ib","3",0.309061354175776,0.487869224916504,0.44169981528345,0.85896330242018,0.0413556535682902,0.0249596441455317
"684","277","Makira",NA,"1","II","3",0.486898854489956,0.664675941352486,0.274515486491677,0.56828510762053,0.0261628557951455,0.163957575679131
"688","543","Maloti-Drakensberg Park",NA,"1","Not Applicable","3",0.429081053254727,0.363199070296907,0.644661129398666,0.927664882777814,0.0112207807670525,0.0421590570986251
"692","275","Mana Pools",NA,"1","II","3",0.456657972312287,0.617542193463151,0.641116057346682,0.733201764121394,0.00743041939922438,0.0336405593173254
"695","486","Manovo-Gounda-Saint Floris",NA,"1","II","3",0.364051515026338,0.48096424129917,0.709202969122362,0.85800262666038,0.214267794425,0.149535658680216
"702","1296","Marungu highlands","KBA",NA,NA,"3",0.565758348997356,0.695230739052182,0.650115204680282,0.687584834648655,0.100621742830434,0.0959727919596638
"703","584","Masai Mara","KBA",NA,NA,"3",0.748801994163536,0.539960815988264,0.576532617775641,0.596997628502839,0.0515502621749159,0.0712203250797779
"704","279","Masoala",NA,"1","II","3",0.395815753645616,0.655606785388039,0.112990682022796,0.578105918949059,0.00709859450814272,0.0915042667978635
"705","616","Maswa Game Reserve","KBA",NA,NA,"3",0.548631268720187,0.660574046538686,0.814936059221909,0.399543320682311,0.0196992787941186,0.0234417793754679
"706","585","Mau forest complex","KBA",NA,NA,"3",0.808421309406279,0.403074292465022,0.5944046196521,0.661096934528085,0.0146370847617587,0.0743720182635555
"710","480","Mbam et Djerem",NA,"1","II","3",0.506295512778886,0.667938185195815,0.256534106726081,0.834095870277848,0.0340466869165996,0.10833150254383
"718","573","Metu - Gore - Tepi forests","KBA",NA,NA,"3",0.487960543984418,0.895366011389083,0.597634877120766,0.654204023143008,0.0654763102000012,0.130824806028703
"719","572","Mid-Abbay (Blue Nile) river basin","KBA",NA,NA,"3",0.416631940986561,0.530987304528085,0.476524646105098,0.609950837200776,0.0869961413638384,0.0699912078900513
"722","276","Midongy du sud",NA,"1","II","3",0.340898996130376,0.59352412264959,0.0853541019213249,0.566162416994098,0.00662950238156871,0.0709878399642941
"723","1298","Mikea Protected Area","KBA",NA,NA,"3",0.167182275629891,0.515937643541557,0.616919159523517,0.787305183206274,0.017259956340566,0.0300413028666167
"724","278","Mikea",NA,"1","II","3",0.166814002404715,0.509609900303685,0.619355899692925,0.785652091515132,0.0208435752189584,0.03004130286588
"725","476","Mikumi National Park",NA,"1","II","3",0.767204289319248,0.89360823402748,0.802742367667069,0.477553447009075,0.0209156008389905,0.0573113984650478
"728","578","Minkébé Forest Reserve","KBA",NA,NA,"3",0.503279480136309,0.819636609907836,0.969899300654287,0.829136568249223,0.0738590373383769,0.26297966494302
"732","617","Mkomazi Game Reserve","KBA",NA,NA,"3",0.93538691516691,0.585872237578498,0.67419834016705,0.634485546098396,0.0200460417051562,0.0387955276493225
"734","183","Mole",NA,"1","II","3",0.361996394308631,0.558646514865481,0.78092856637194,0.763133017318076,0.0365572962706522,0.07310894067456
