"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Area","ClimateProtection"
"1094","1314","Sierra de Arteaga","KBA",NA,NA,"5",0.227656601264881,0.54275908686848,0.690745830502564,0.703792971199898,0.00374114817774562,0.0214068101084525
"1095","1315","Sierra de Juárez","KBA",NA,NA,"6",0.509807065057709,0.733099346911335,0.634925218393145,0.708314260778503,0.00398879962617654,0.050616228734482
"1096","270","Sierra de la Culata",NA,"1","II",NA,0.590881246063094,0.66162656172836,0.664659180319342,0.701257947635,0.000377664851545484,0.0165944992236071
"1097","505","Sierra de la Macarena",NA,"1","II","6",0.601127058281132,0.762842931261195,0.732090131458302,0.745851918598707,0.00648059954225749,0.130118844425869
"1098","1316","Sierra de las Minas - Motagua","KBA",NA,NA,"6",0.509491413249267,0.71969724763043,0.759439588840372,0.652919448418167,0.00445500623901173,0.0494881683530729
"1099","1317","Sierra de Miahuatlán","KBA",NA,NA,"6",0.316747777217414,0.738777494318515,0.630213912093405,0.717884620212282,0.00300732031785769,0.0233386869008896
"1100","1318","Sierra de San Pedro Mártir","KBA",NA,NA,"5",0.14642619855415,0.742198825639833,0.636149305582464,0.707927999326165,0.00355497537612509,0.00587612192192078
"1101","316","Sierra del Divisor",NA,"1","II","6",0.596261929011577,0.918418129397112,0.636918441998958,0.708092283520719,0.0141824976943126,0.341660442316007
"1102","1319","Sierra Gorda de Guanajuato","KBA",NA,NA,"5",0.208310850604348,0.6726280696644,0.554116529332915,0.71927079161928,0.00247224583685728,0.0194606155473516
"1103","1320","Sierra Nevada de Santa Marta National Natural Par*","KBA",NA,NA,"6",0.536997356611631,0.682878886762899,0.612704074881122,0.740111572528174,0.00530018079395272,0.0514165254760311
"1104","1187","Sierra Nevada mountain range","KBA",NA,NA,"8",0.124935143524483,0.469035030867966,0.331214573307459,0.847877123121136,0.00253906271113427,0.00596522183234665
"1105","268","Sierra Nevada",NA,"1","II","6",0.614211811981702,0.647621543156068,0.630954308979265,0.705404093977516,0.00160635964488946,0.0331415836767002
"1106","1321","Sierra Norte de Oaxaca II","KBA",NA,NA,"6",0.504173169437979,0.768358819470366,0.666938351510442,0.7394232236999,0.00304532039391154,0.0566463769308573
"1107","703","Silva Hill","KBA",NA,NA,"6",0.320477699587149,0.719531692303589,0.543783179148929,0.692419151943697,0.0022700833081075,0.0437468608219661
"1108","367","Silver Plains",NA,"1","II","1",0.254497607240917,0.606075779399098,0.759542239001922,0.853245068670863,0.00212679516864402,0.0215214889197113
"1109","680","Simlipal National Park","KBA",NA,NA,"4",0.237513837691184,0.587958079258014,0.63644811171347,0.59317897264584,0.00245488250194644,0.0276806324619344
"1110","33","Simpson Desert",NA,"1","Ia","1",0.138991872953127,0.607356812705975,0.554937991039904,0.737203711802146,0.00719848696078306,0.00036496085316805
"1111","358","Sioma Ngwezi",NA,"1","II","3",0.329038523201797,0.620136519200937,0.720795308278411,0.693452331158884,0.00468193876909109,0.0254635549975979
"1112","470","Sirmilik National Park Of Canada",NA,"1","II","5",0.0217299232686407,0.997077132999617,0.416602596351365,0.726526806368193,0.0230614680399729,1.19184656516278e-11
"1113","1050","Sistema de lagunas de Vilama-Pululos","KBA",NA,NA,"6",0.0961798407505325,0.829299721430288,0.663290072027707,0.716042016694225,0.00352778989814138,0.0180219640480788
"1114","221","Skeleton Coast Park",NA,"1","II","3",0.220444449313979,0.664326578241478,0.744994932512927,0.726711706526654,0.0175793798281977,0.00013876535275502
"1115","1238","Small Pamir","KBA",NA,NA,"8",0.133366522322053,0.700935087001157,0.545010746734609,0.702081259964367,0.0039960801113048,0.00787653165528975
"1116","1228","Sochinsky National Park","KBA",NA,NA,"8",0.160914096938529,0.647383422339859,0.672208966111729,0.742564771399218,0.00267556096239232,0.0297503088798877
"1117","259","Soufriere",NA,"1","II","6",0.0502859270447268,0.570585444090439,0,0.732408085571155,5.12397634663478e-05,1.14770409978639e-11
"1118","881","Sources of the Bolshaya Karaganka and Syntasty ri*","KBA",NA,NA,"8",0.138269762829457,0.43524225621402,0.676173673728633,0.683139371949542,0.00211566335581831,0.00171705267381418
"1119","932","Gilbert Bay/South Arm UT05","KBA",NA,NA,"5",0.138595714402151,0.454132509887011,0.662654005694857,0.709446163532517,0.00219077512729848,0.00139460162065126
